641606,11.101099,77.39005259999999
641653,11.2521393,77.09098089999999
600002,13.0689208,80.26711139999999
641601,11.1054408,77.3403391
641604,11.1041945,77.36900179999999
641602,11.1052651,77.35254189999999
641607,11.1250489,77.3611549
642132,10.5250486,77.1600201
641603,11.1462684,77.3381855
625001,9.915706199999999,78.1193823
641065,55.61044330000001,63.5623167
600009,56.1443759,40.4182897
641109,10.9951759,76.79135579999999
641104,11.2460456,76.9527836
641108,11.0847318,76.8144298
638476,11.4248012,77.4816693
641062,11.052502,77.09098089999999
641105,10.9127276,76.9297354
641102,29.6828296,105.1370261
641101,10.9288295,76.79135579999999
642127,10.2984504,76.9988669
641114,10.93634,76.7105632
641113,11.2197602,76.860565
641050,10.8988681,76.99310740000001
600012,13.098633,80.2596083
641107,11.1613518,77.04493269999999
641111,11.1597021,76.7567368
642120,10.7312705,77.0794705
641103,11.0240644,77.0737149
643001,11.4040343,76.7019038
641048,11.0948328,77.04493269999999
642113,10.5607887,77.3611549
641049,11.0561966,76.9844677
635751,12.6567393,78.5944718
641110,11.154044,77.004626
641659,11.1663577,77.1600201
641042,10.9406234,76.9354979
641047,11.1602104,76.9556643
641043,11.0291786,76.9520634
641658,10.9225795,77.1600201
641121,55.4879587,63.2934285
641041,11.0608549,76.9009191
641046,11.041465,76.83749949999999
641044,11.0174388,76.9844677
641401,11.0280161,77.1657716
641038,11.0307214,76.9398195
641402,11.009183,77.1139984
635109,12.7193992,77.8481628
641407,11.0843971,77.1222839
641654,11.2283142,77.3094674
642107,10.6007855,77.1255055
641039,11.1823969,77.0823482
641032,10.8483838,76.9758274
641036,11.0904248,76.8807437
641030,11.0475811,76.9455815
641037,11.0137606,76.9794276
641031,11.1177584,76.9354979
641033,11.0125747,77.0319784
641034,11.0816248,76.9326167
641035,11.0682452,77.0061453
641670,11.2127445,77.2060241
641301,11.3348611,76.9527836
641671,10.8273677,77.2635038
640007,55.45297900000001,65.3310414
641029,11.0744506,76.958545
641025,11.0397179,76.9239727
641302,11.3516045,77.0794705
641028,11.0126517,77.0017465
641024,10.9642427,76.97006689999999
641027,11.0288312,76.95998519999999
640001,55.44014499999999,65.31891689999999
641023,10.9551645,77.01614359999999
641026,11.180752,77.10824439999999
641022,11.1076878,76.958545
640011,55.4633817,65.3808106
641020,11.1505005,76.9239727
641045,10.9984399,76.99310740000001
641664,10.9621041,77.3094674
641662,11.0150702,77.25201009999999
641668,11.0574412,77.2060241
641019,11.1805025,76.9758274
641021,10.9214807,77.004626
641011,11.0226691,76.9455815
641012,11.0206529,76.96286580000002
641013,11.0219163,76.9282948
641018,11.0003342,76.9729472
641010,10.9549649,76.8836261
641016,10.9850615,77.067959
641017,11.0977362,76.9210913
641015,11.0076142,77.0132643
641014,11.0336491,77.03917539999999
641007,10.9992166,76.8836261
641005,10.9970408,77.02478099999999
641003,11.0099023,76.938379
641001,10.9990845,76.944141
641006,11.0420173,76.97586969999999
642001,10.6669504,76.99310740000001
627109,8.3100981,77.58486649999999
641697,11.2279172,77.04493269999999
641009,11.0123501,76.96286580000002
641002,11.0104033,76.94990279999999
641008,10.963246,76.94702199999999
638012,11.3190993,77.6793813
641004,11.0361755,77.0141536
